step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
990,0.00919,1.0,,
991,0.07604,0.97468,,
992,0.06779,0.98089,,
993,0.07545,0.98734,,
994,0.03286,0.99387,,
995,0.07762,0.98758,,
996,0.04828,0.9881,,
997,0.04659,0.9875,,
998,0.08697,0.96753,,
999,0.01458,0.99408,,
1000,0.04943,0.98101,0.05449,0.97561
1001,0.06971,0.98182,,
1002,0.07867,0.97546,,
1003,0.01734,0.98765,,
1004,0.04799,0.98844,,
1005,0.0762,0.97386,,
1006,0.06455,0.9871,,
1007,0.0741,0.98684,,
1008,0.04123,0.98726,,
1009,0.02082,1.0,,
1010,0.0331,0.98758,,
1011,0.07484,0.98077,,
1012,0.08068,0.96855,,
1013,0.0344,0.98758,,
1014,0.00232,1.0,,
1015,0.03895,0.98765,,
1016,0.05314,0.98193,,
1017,0.01715,1.0,,
1018,0.02704,0.98693,,
1019,0.02537,0.99412,,
1020,0.0118,1.0,,
1021,0.03253,0.99363,,
1022,0.03217,0.99367,,
1023,0.16314,0.9697,,
1024,0.03883,0.99394,,
1025,0.11035,0.97024,,
1026,0.15489,0.98101,,
1027,0.0209,1.0,,
1028,0.05865,0.97484,,
1029,0.07296,0.98171,,
1030,0.06007,0.97386,,
1031,0.06571,0.98125,,
1032,0.09574,0.98726,,
1033,0.11744,0.96795,,
1034,0.09772,0.96319,,
1035,0.11543,0.96894,,
1036,0.05198,0.98101,,
1037,0.06306,0.9759,,
1038,0.03525,0.9878,,
1039,0.08953,0.96815,,
1040,0.07483,0.98802,,
1041,0.04435,0.98137,,
1042,0.02052,0.99412,,
1043,0.08031,0.98125,,
1044,0.02118,0.99425,,
1045,0.03831,0.9878,,
1046,0.0183,0.99363,,
1047,0.04076,0.98795,,
1048,0.05289,0.98214,,
1049,0.02433,0.9878,,
1050,0.0605,0.96429,,
1051,0.0413,0.98802,,
1052,0.0514,0.97516,,
1053,0.02931,0.99401,,
1054,0.03588,0.98734,,
1055,0.11544,0.975,,
1056,0.03841,0.98773,,
1057,0.0174,0.99422,,
1058,0.036,0.99375,,
1059,0.03818,1.0,,
1060,0.0138,1.0,,
1061,0.01354,0.99371,,
1062,0.00814,1.0,,
1063,0.05849,0.98734,,
1064,0.04447,0.98039,,
1065,0.02098,0.99379,,
1066,0.13526,0.96178,,
1067,0.10182,0.96319,,
1068,0.07122,0.96933,,
1069,0.02622,0.98718,,
1070,0.05409,0.96753,,
1071,0.01581,0.99412,,
1072,0.01444,0.99363,,
1073,0.04225,0.98817,,
1074,0.01618,0.99401,,
1075,0.02171,0.99371,,
1076,0.00747,1.0,,
1077,0.03719,0.9939,,
1078,0.03102,0.99367,,
1079,0.05375,0.98182,,
1080,0.0292,0.98718,,
1081,0.02693,0.99383,,
1082,0.02175,0.98718,,
1083,0.00151,1.0,,
1084,0.04852,0.9875,,
1085,0.13732,0.98171,,
1086,0.0233,0.99379,,
1087,0.09884,0.97605,,
1088,0.06596,0.98225,,
1089,0.02954,0.99363,,
1090,0.03533,0.99387,,
1091,0.00969,1.0,,
1092,0.04082,0.98667,,
1093,0.0575,0.9759,,
1094,0.0445,0.98857,,
1095,0.01177,1.0,,
1096,0.0282,0.99371,,
1097,0.01815,0.99383,,
1098,0.04426,0.9883,,
1099,0.02457,0.9939,,
1100,0.04127,0.98802,0.19263,0.94937
1101,0.05721,0.97674,,
1102,0.03127,0.99387,,
1103,0.02408,0.99387,,
1104,0.02775,1.0,,
1105,0.04979,0.98734,,
1106,0.12689,0.96894,,
1107,0.06064,0.98726,,
1108,0.0168,0.99383,,
1109,0.04828,0.98824,,
1110,0.07077,0.96273,,
1111,0.02097,0.99405,,
1112,0.14017,0.96795,,
1113,0.10019,0.98171,,
1114,0.03133,0.98773,,
1115,0.04814,0.98182,,
1116,0.18125,0.98148,,
1117,0.00913,1.0,,
1118,0.06093,0.97191,,
1119,0.01135,0.99375,,
1120,0.01235,0.99379,,
1121,0.07741,0.98225,,
1122,0.00849,0.99363,,
1123,0.01516,1.0,,
1124,0.00981,1.0,,
1125,0.06432,0.98824,,
1126,0.00943,1.0,,
1127,0.00439,1.0,,
1128,0.02107,0.98693,,
1129,0.11279,0.975,,
1130,0.0506,0.975,,
1131,0.08697,0.96951,,
1132,0.04808,0.98726,,
1133,0.05958,0.98773,,
1134,0.03157,0.98765,,
1135,0.07822,0.98101,,
1136,0.03358,0.99394,,
1137,0.06032,0.98817,,
1138,0.1328,0.95652,,
1139,0.05612,0.97619,,
1140,0.0049,1.0,,
1141,0.03906,0.9875,,
1142,0.01273,1.0,,
1143,0.03533,0.98824,,
1144,0.03658,0.99398,,
1145,0.0027,1.0,,
1146,0.01733,0.99383,,
1147,0.04009,0.98125,,
1148,0.0399,0.98824,,
1149,0.05801,0.98851,,
1150,0.01782,0.99412,,
1151,0.0155,0.99375,,
1152,0.03224,0.98742,,
1153,0.04065,0.98788,,
1154,0.03368,0.99387,,
1155,0.02591,0.99408,,
1156,0.02793,0.99429,,
1157,0.02808,0.98077,,
1158,0.02492,0.99363,,
1159,0.10719,0.96364,,
1160,0.06506,0.98844,,
1161,0.12687,0.96154,,
1162,0.0122,1.0,,
1163,0.01981,0.99408,,
1164,0.0093,1.0,,
1165,0.07077,0.98726,,
1166,0.16006,0.97576,,
1167,0.03714,0.99363,,
1168,0.03911,0.99387,,
1169,0.07648,0.98734,,
1170,0.00073,1.0,,
1171,0.02381,0.99394,,
1172,0.02546,0.99346,,
1173,0.14167,0.96795,,
1174,0.00197,1.0,,
1175,0.04492,0.98137,,
1176,0.06738,0.96835,,
1177,0.04345,0.99371,,
1178,0.00237,1.0,,
1179,0.04002,0.98171,,
1180,0.01586,0.99412,,
1181,0.00728,1.0,,
1182,0.03138,0.98734,,
1183,0.01294,0.99394,,
1184,0.02432,0.98788,,
1185,0.13556,0.98026,,
1186,0.05947,0.98758,,
1187,0.2452,0.975,,
1188,0.10781,0.98718,,
1189,0.17262,0.97468,,
1190,0.01439,1.0,,
1191,0.07602,0.98193,,
1192,0.03118,0.98718,,
1193,0.04163,0.98726,,
1194,0.01179,0.99379,,
1195,0.06748,0.98171,,
1196,0.02616,1.0,,
1197,0.01606,0.99346,,
1198,0.08083,0.96835,,
1199,0.07026,0.98089,,
1200,0.05807,0.98773,0.13353,0.975
1201,0.00149,1.0,,
1202,0.06839,0.98824,,
1203,0.01527,0.99401,,
1204,0.01121,1.0,,
1205,0.07828,0.98204,,
1206,0.03325,0.99379,,
1207,0.02154,0.99371,,
1208,0.0297,0.98742,,
1209,0.00773,1.0,,
1210,0.01523,0.99412,,
1211,0.00757,1.0,,
1212,0.01973,0.98788,,
1213,0.03239,0.98734,,
1214,0.01202,0.99351,,
1215,0.02774,0.98266,,
1216,0.0272,0.98225,,
1217,0.0098,0.99371,,
1218,0.02131,0.99375,,
1219,0.00806,1.0,,
1220,0.03388,0.98817,,
1221,0.06819,0.96512,,
1222,0.01852,0.99375,,
1223,0.00301,1.0,,
1224,0.00862,1.0,,
1225,0.01283,0.99346,,
1226,0.02229,0.99398,,
1227,0.03692,0.99405,,
1228,0.00358,1.0,,
1229,0.02267,0.99394,,
1230,0.04987,0.98225,,
1231,0.01947,0.99412,,
1232,0.04408,0.98125,,
1233,0.06262,0.97546,,
1234,0.04377,0.98718,,
1235,0.02596,0.98788,,
1236,0.07467,0.98137,,
1237,0.06524,0.97436,,
1238,0.00877,0.99398,,
1239,0.0433,0.98795,,
1240,0.03774,0.98214,,
1241,0.00405,1.0,,
1242,0.02249,0.99342,,
1243,0.01072,1.0,,
1244,0.11203,0.98235,,
1245,0.00149,1.0,,
1246,0.01919,0.99363,,
1247,0.20262,0.95031,,
1248,0.10569,0.98026,,
1249,0.04733,0.98734,,
1250,0.07024,0.97386,,
1251,0.02376,0.9878,,
1252,0.09032,0.97468,,
1253,0.00562,1.0,,
1254,0.09163,0.99383,,
1255,0.02579,0.99342,,
1256,0.02602,0.98802,,
1257,0.00286,1.0,,
1258,0.00153,1.0,,
1259,0.03142,0.98758,,
1260,0.10488,0.97546,,
1261,0.06616,0.97561,,
1262,0.01514,0.99367,,
1263,0.02277,0.99355,,
1264,0.02378,0.99379,,
1265,0.00043,1.0,,
1266,0.00927,0.99419,,
1267,0.0277,0.99371,,
1268,0.03379,0.98137,,
1269,0.01758,0.99387,,
1270,0.01189,0.99405,,
1271,0.00417,1.0,,
1272,0.02587,0.99375,,
1273,0.03376,0.98788,,
1274,0.07157,0.98113,,
1275,0.01217,1.0,,
1276,0.09992,0.96774,,
1277,0.00074,1.0,,
1278,0.06841,0.98026,,
1279,0.00248,1.0,,
1280,0.02,0.98718,,
1281,0.01148,0.99359,,
1282,0.00968,1.0,,
1283,0.01284,1.0,,
1284,0.00753,1.0,,
1285,0.00885,1.0,,
1286,0.01502,0.99387,,
1287,0.00382,1.0,,
1288,0.07274,0.98758,,
1289,0.00133,1.0,,
1290,0.00994,1.0,,
1291,0.02727,0.99375,,
1292,0.00889,0.99363,,
1293,0.00222,1.0,,
1294,0.03605,0.98773,,
1295,0.02848,0.98788,,
1296,0.01647,0.99419,,
1297,0.0208,0.9939,,
1298,0.00586,0.99371,,
1299,0.02151,0.99359,,
1300,0.03776,0.98649,0.05825,0.97093
1301,0.06884,0.98795,,
1302,0.00733,1.0,,
1303,0.01139,0.99367,,
1304,0.02326,0.98701,,
1305,0.00029,1.0,,
1306,0.01407,0.98758,,
1307,0.00625,1.0,,
1308,0.00012,1.0,,
1309,0.01254,0.9939,,
1310,0.00996,0.99359,,
1311,0.00054,1.0,,
1312,0.00172,1.0,,
1313,0.01736,0.99367,,
1314,0.03143,0.98742,,
1315,0.06173,0.98182,,
1316,0.01569,0.99412,,
1317,0.01568,0.99405,,
1318,0.00095,1.0,,
1319,0.0036,1.0,,
1320,0.00964,0.99401,,
1321,0.00698,0.99387,,
1322,0.06393,0.96933,,
1323,0.00189,1.0,,
1324,0.02127,0.9939,,
1325,0.027,0.99387,,
1326,0.00373,1.0,,
1327,0.07953,0.98101,,
1328,0.06203,0.9871,,
1329,0.00755,1.0,,
1330,0.00085,1.0,,
1331,0.01426,0.98876,,
1332,0.00306,1.0,,
1333,0.00225,1.0,,
1334,0.0036,1.0,,
1335,0.00142,1.0,,
1336,0.04827,0.97516,,
1337,0.00222,1.0,,
1338,0.00062,1.0,,
1339,0.02135,0.98235,,
1340,0.0104,0.99371,,
1341,0.04302,0.98214,,
1342,0.00521,1.0,,
1343,0.03976,0.9883,,
1344,0.0007,1.0,,
1345,0.04383,0.98125,,
1346,0.01745,0.9939,,
1347,0.01133,1.0,,
1348,0.00333,1.0,,
1349,0.00147,1.0,,
1350,0.0137,0.99371,,
1351,0.05084,0.99379,,
1352,0.00045,1.0,,
1353,0.00951,0.99408,,
1354,0.01605,0.99408,,
1355,0.03441,0.9878,,
1356,0.02686,0.98726,,
1357,0.00135,1.0,,
1358,0.02563,0.9816,,
1359,0.01306,0.99394,,
1360,0.01135,0.99367,,
1361,6e-05,1.0,,
1362,0.00757,0.99408,,
1363,0.00127,1.0,,
1364,0.01852,0.99371,,
1365,0.00429,1.0,,
1366,0.00042,1.0,,
1367,0.00076,1.0,,
1368,0.00018,1.0,,
1369,0.00708,1.0,,
1370,0.03252,0.98742,,
1371,0.00275,1.0,,
1372,0.0451,0.98726,,
1373,0.00174,1.0,,
1374,0.01227,0.99351,,
1375,0.03652,0.9871,,
1376,0.05711,0.99375,,
1377,0.14159,0.98718,,
1378,0.05682,0.97386,,
1379,0.0215,0.98726,,
1380,0.00234,1.0,,
1381,0.00242,1.0,,
1382,4e-05,1.0,,
1383,0.00015,1.0,,
1384,0.00219,1.0,,
1385,0.0009,1.0,,
1386,0.0138,0.99398,,
1387,0.03683,0.98701,,
1388,0.00086,1.0,,
1389,0.00515,1.0,,
1390,0.00699,1.0,,
1391,0.06332,0.99363,,
1392,0.01357,0.99371,,
1393,0.0044,1.0,,
1394,0.00083,1.0,,
1395,0.0006,1.0,,
1396,0.0555,0.98765,,
1397,0.0088,0.99398,,
1398,0.00024,1.0,,
1399,0.03588,0.99398,,
1400,0.15735,0.9875,0.27711,0.96835
1401,0.00795,1.0,,
1402,0.02331,0.9875,,
1403,0.00173,1.0,,
1404,0.00375,1.0,,
1405,0.00181,1.0,,
1406,0.00399,1.0,,
1407,0.03363,0.99405,,
1408,0.01256,0.99394,,
1409,0.00965,0.99367,,
1410,0.03095,0.99359,,
1411,0.01133,0.99398,,
1412,0.00083,1.0,,
1413,0.01421,0.99371,,
1414,0.03396,0.98137,,
1415,0.00027,1.0,,
1416,0.01024,0.99422,,
1417,0.00935,0.99401,,
1418,0.00368,1.0,,
1419,0.00118,1.0,,
1420,0.06435,0.98193,,
1421,0.02664,0.99355,,
1422,0.00229,1.0,,
1423,0.00564,1.0,,
1424,0.02483,0.98742,,
1425,0.10815,0.98101,,
1426,0.01843,0.9939,,
1427,0.01233,0.99371,,
1428,0.05744,0.98214,,
1429,0.00196,1.0,,
1430,0.00339,1.0,,
1431,0.00468,1.0,,
1432,0.00702,1.0,,
1433,0.00712,1.0,,
1434,0.00512,1.0,,
1435,0.02972,0.99346,,
1436,0.05257,0.98684,,
1437,0.00069,1.0,,
1438,0.00076,1.0,,
1439,0.04386,0.98013,,
1440,0.0957,0.97452,,
1441,0.03736,0.97576,,
1442,0.00095,1.0,,
1443,0.00969,1.0,,
1444,0.05308,0.98734,,
1445,0.02306,0.99363,,
1446,0.00138,1.0,,
1447,0.00167,1.0,,
1448,0.01417,0.99425,,
1449,0.02067,0.9939,,
1450,0.09423,0.98113,,
1451,0.02288,0.99401,,
1452,0.00626,1.0,,
1453,0.00961,1.0,,
1454,0.10404,0.98718,,
1455,0.0015,1.0,,
1456,0.02176,0.99346,,
1457,0.03287,0.98788,,
1458,0.02945,0.99346,,
1459,0.01346,0.99379,,
1460,0.00016,1.0,,
1461,0.00274,1.0,,
1462,0.00021,1.0,,
1463,0.0034,1.0,,
1464,0.00695,1.0,,
1465,0.01048,0.99398,,
1466,0.02293,0.9878,,
1467,0.00244,1.0,,
1468,0.00037,1.0,,
1469,0.01923,0.98765,,
1470,0.03771,0.99387,,
1471,0.00169,1.0,,
1472,0.00035,1.0,,
1473,0.00094,1.0,,
1474,0.02842,0.99408,,
1475,0.0142,0.99398,,
1476,0.00368,1.0,,
1477,0.0053,0.99375,,
1478,0.01218,0.99363,,
1479,0.05907,0.98758,,
1480,0.03203,0.99375,,
1481,0.00614,1.0,,
1482,0.00159,1.0,,
1483,0.2571,0.97351,,
1484,0.06773,0.98802,,
1485,0.01204,0.98734,,
1486,0.00292,1.0,,
1487,0.00058,1.0,,
1488,0.00011,1.0,,
1489,0.12154,0.97386,,
1490,0.01064,0.99359,,
1491,0.03903,0.99383,,
1492,0.05044,0.98758,,
1493,0.0007,1.0,,
1494,0.00029,1.0,,
1495,0.00412,1.0,,
1496,0.0225,0.98802,,
1497,0.00081,1.0,,
1498,0.01187,1.0,,
1499,0.01363,0.99398,,
1500,0.0033,1.0,0.16794,0.96203
1501,0.0007,1.0,,
1502,9e-05,1.0,,
1503,0.00935,1.0,,
1504,0.0005,1.0,,
1505,0.03291,0.99371,,
1506,0.02264,0.98773,,
1507,0.0331,0.9939,,
1508,0.02423,0.98795,,
1509,0.08412,0.98225,,
1510,0.001,1.0,,
1511,0.00334,1.0,,
1512,0.01154,0.99379,,
1513,0.01522,0.99342,,
1514,0.02108,0.99408,,
1515,0.00206,1.0,,
1516,0.00288,1.0,,
1517,0.03186,0.9878,,
1518,0.01624,0.98726,,
1519,0.00292,1.0,,
1520,0.01486,0.98742,,
1521,0.01935,0.99367,,
1522,0.01015,0.99379,,
1523,0.00829,0.99394,,
1524,0.00018,1.0,,
1525,0.00142,1.0,,
1526,0.0175,0.99359,,
1527,0.01345,0.99346,,
1528,0.00693,1.0,,
1529,0.00157,1.0,,
1530,0.00325,1.0,,
1531,0.07563,0.98765,,
1532,0.00098,1.0,,
1533,0.00066,1.0,,
1534,0.14325,0.98113,,
1535,0.00041,1.0,,
1536,0.00566,0.99394,,
1537,0.00121,1.0,,
1538,0.04703,0.99371,,
1539,0.01586,0.99383,,
1540,0.00256,1.0,,
1541,0.15088,0.99359,,
1542,0.00414,1.0,,
1543,0.02032,0.99387,,
1544,0.02977,0.9883,,
1545,0.00019,1.0,,
1546,0.02119,0.9939,,
1547,0.01017,0.99387,,
1548,0.00219,1.0,,
1549,0.00146,1.0,,
1550,0.00027,1.0,,
1551,0.0062,1.0,,
1552,0.00767,1.0,,
1553,0.00191,1.0,,
1554,0.04629,0.9881,,
1555,0.00891,0.99412,,
1556,0.00886,0.99363,,
1557,0.00439,1.0,,
1558,0.0011,1.0,,
1559,0.00078,1.0,,
1560,0.00047,1.0,,
1561,0.00485,1.0,,
1562,0.00799,1.0,,
1563,0.03802,0.98773,,
1564,0.01152,0.98742,,
1565,0.00083,1.0,,
1566,0.00013,1.0,,
1567,0.06027,0.9875,,
1568,0.00459,1.0,,
1569,0.00056,1.0,,
1570,0.00694,1.0,,
1571,0.03066,0.99367,,
1572,0.00463,1.0,,
1573,0.02471,0.9875,,
1574,0.0019,1.0,,
1575,0.01986,0.98765,,
1576,0.0039,1.0,,
1577,0.00216,1.0,,
1578,0.06519,0.99367,,
1579,0.12121,0.9878,,
1580,0.00824,1.0,,
1581,0.00176,1.0,,
1582,0.00344,1.0,,
1583,0.0109,0.99387,,
1584,0.00076,1.0,,
1585,0.02652,0.9875,,
1586,0.00917,0.99367,,
1587,0.00083,1.0,,
1588,0.00143,1.0,,
1589,0.00125,1.0,,
1590,0.00306,1.0,,
1591,0.03476,0.99367,,
1592,0.01158,0.99412,,
1593,0.00044,1.0,,
1594,0.03426,0.99375,,
1595,0.01998,0.99383,,
1596,0.00355,1.0,,
1597,0.01934,0.99394,,
1598,0.00249,1.0,,
1599,0.03498,0.9871,,
1600,0.01542,0.99333,0.35807,0.95238
1601,0.01041,0.99419,,
1602,0.00242,1.0,,
1603,0.02378,0.99379,,
1604,0.00843,1.0,,
1605,0.02495,0.9875,,
1606,4e-05,1.0,,
1607,0.00924,0.99387,,
1608,0.00324,1.0,,
1609,0.00891,0.99363,,
1610,0.00029,1.0,,
1611,0.00356,1.0,,
1612,0.0354,0.9881,,
1613,0.00548,0.99359,,
1614,0.00055,1.0,,
1615,0.00395,1.0,,
1616,0.00413,1.0,,
1617,0.00959,0.99351,,
1618,0.00342,1.0,,
1619,0.02147,0.98701,,
1620,0.02112,0.98734,,
1621,0.00252,1.0,,
1622,0.00024,1.0,,
1623,0.00233,1.0,,
1624,0.10873,0.98101,,
1625,0.01231,0.99387,,
1626,0.00156,1.0,,
1627,0.0081,1.0,,
1628,0.00435,1.0,,
1629,0.00621,1.0,,
1630,0.01158,0.9939,,
1631,0.02736,0.99363,,
1632,0.00254,1.0,,
1633,0.00684,0.99363,,
1634,0.0009,1.0,,
1635,0.00305,1.0,,
1636,0.00163,1.0,,
1637,0.00137,1.0,,
1638,0.01535,0.99375,,
1639,0.00023,1.0,,
1640,0.0011,1.0,,
1641,0.01458,0.99425,,
1642,0.00595,1.0,,
1643,0.01316,0.99359,,
1644,0.01598,0.99363,,
1645,0.00626,1.0,,
1646,0.01091,0.99379,,
1647,0.06447,0.99387,,
1648,0.00217,1.0,,
1649,0.00094,1.0,,
1650,0.00015,1.0,,
1651,0.00036,1.0,,
1652,0.01703,0.99363,,
1653,0.00024,1.0,,
1654,0.00039,1.0,,
1655,0.00034,1.0,,
1656,0.02559,0.9939,,
1657,0.02726,0.99401,,
1658,0.00554,1.0,,
1659,0.06544,0.9875,,
1660,0.03256,0.99355,,
1661,0.00346,1.0,,
1662,0.0011,1.0,,
1663,0.03788,0.99405,,
1664,0.01514,0.99394,,
1665,0.0009,1.0,,
1666,0.00162,1.0,,
1667,0.00735,0.99371,,
1668,9e-05,1.0,,
1669,0.03188,0.9878,,
1670,0.00322,1.0,,
1671,0.11474,0.9697,,
1672,0.04843,0.99367,,
1673,0.00022,1.0,,
1674,7e-05,1.0,,
1675,0.0001,1.0,,
1676,0.00124,1.0,,
1677,0.00026,1.0,,
1678,0.01903,0.98795,,
1679,0.00078,1.0,,
1680,0.07329,0.98726,,
1681,0.00435,1.0,,
1682,0.00567,1.0,,
1683,0.00057,1.0,,
1684,0.00222,1.0,,
1685,0.00152,1.0,,
1686,0.0049,1.0,,
1687,0.00019,1.0,,
1688,0.00052,1.0,,
1689,0.00205,1.0,,
1690,0.00018,1.0,,
1691,0.00966,1.0,,
1692,0.01609,0.99359,,
1693,0.01943,0.99408,,
1694,0.07659,0.98718,,
1695,0.00727,1.0,,
1696,0.00029,1.0,,
1697,0.02745,0.9883,,
1698,0.01905,0.99394,,
1699,0.04216,0.98773,,
1700,0.00146,1.0,0.00079,1.0
1701,0.00166,1.0,,
1702,8e-05,1.0,,
1703,0.0005,1.0,,
1704,0.00127,1.0,,
1705,3e-05,1.0,,
1706,0.01183,0.99359,,
1707,0.00089,1.0,,
1708,0.00022,1.0,,
1709,0.00609,0.99379,,
1710,0.006,1.0,,
1711,9e-05,1.0,,
1712,0.00031,1.0,,
1713,0.05297,0.98684,,
1714,0.0005,1.0,,
1715,0.01256,0.99383,,
1716,0.02456,0.99367,,
1717,0.01887,0.99367,,
1718,0.00023,1.0,,
1719,0.01022,0.99375,,
1720,6e-05,1.0,,
1721,0.00147,1.0,,
1722,0.00113,1.0,,
1723,9e-05,1.0,,
1724,0.02793,0.99375,,
1725,0.00037,1.0,,
1726,0.00011,1.0,,
1727,0.01906,0.9939,,
1728,0.00255,1.0,,
1729,0.00016,1.0,,
1730,0.00503,1.0,,
1731,0.0,1.0,,
1732,0.00048,1.0,,
1733,0.00681,0.99329,,
1734,0.00027,1.0,,
1735,2e-05,1.0,,
1736,0.00506,0.9939,,
1737,0.00027,1.0,,
1738,0.01567,0.99398,,
1739,0.00323,1.0,,
1740,0.0662,0.99415,,
1741,0.00363,1.0,,
1742,0.01134,0.99383,,
1743,0.00026,1.0,,
1744,0.00033,1.0,,
1745,0.00325,1.0,,
1746,9e-05,1.0,,
1747,0.00101,1.0,,
1748,0.00034,1.0,,
1749,0.0086,0.99379,,
1750,0.02544,0.98658,,
1751,0.02814,0.9878,,
1752,0.06108,0.96774,,
1753,0.13516,0.98726,,
1754,0.00681,1.0,,
1755,0.01424,0.9878,,
1756,0.01301,0.9878,,
1757,7e-05,1.0,,
1758,0.00883,0.99405,,
1759,0.00781,1.0,,
1760,0.01117,0.99422,,
1761,8e-05,1.0,,
1762,0.00427,1.0,,
1763,0.00077,1.0,,
1764,0.13053,0.98684,,
1765,8e-05,1.0,,
1766,0.0039,1.0,,
1767,0.0003,1.0,,
1768,0.01269,0.99387,,
1769,0.00171,1.0,,
1770,0.00595,0.99363,,
1771,0.01238,0.99394,,
1772,2e-05,1.0,,
1773,0.00191,1.0,,
1774,0.08028,0.9939,,
1775,0.018,0.99387,,
1776,0.05342,0.99346,,
1777,0.00165,1.0,,
1778,0.00033,1.0,,
1779,0.0334,0.9939,,
1780,0.00281,1.0,,
1781,8e-05,1.0,,
1782,0.05086,0.99394,,
1783,0.00044,1.0,,
1784,0.0188,0.99375,,
1785,0.0599,0.98788,,
1786,0.04454,0.99333,,
1787,0.00026,1.0,,
1788,0.02153,0.99401,,
1789,0.00208,1.0,,
1790,0.17127,0.98065,,
1791,0.05493,0.99401,,
1792,0.00074,1.0,,
1793,0.00634,1.0,,
1794,0.00016,1.0,,
1795,0.00646,0.99419,,
1796,0.20106,0.9759,,
1797,8e-05,1.0,,
1798,0.04441,0.9883,,
1799,0.00306,1.0,,
1800,0.00091,1.0,0.18519,0.96951
1801,0.00024,1.0,,
1802,0.01381,0.99405,,
1803,0.00017,1.0,,
1804,0.0055,1.0,,
1805,0.00039,1.0,,
1806,0.00188,1.0,,
1807,0.00052,1.0,,
1808,0.00011,1.0,,
1809,0.00782,0.99405,,
1810,0.00254,1.0,,
1811,0.00725,0.99375,,
1812,0.01176,0.99422,,
1813,0.0241,0.9878,,
1814,4e-05,1.0,,
1815,0.00026,1.0,,
1816,0.03732,0.98765,,
1817,0.04703,0.9871,,
1818,0.00025,1.0,,
1819,0.02576,0.98773,,
1820,0.00795,0.99401,,
1821,0.00367,1.0,,
1822,0.00103,1.0,,
1823,0.00012,1.0,,
1824,0.00199,1.0,,
1825,0.02253,0.99412,,
1826,0.001,1.0,,
1827,0.00386,1.0,,
1828,0.05715,0.9875,,
1829,0.01681,0.99379,,
1830,0.00011,1.0,,
1831,0.00081,1.0,,
1832,0.00024,1.0,,
1833,0.00093,1.0,,
1834,0.00043,1.0,,
1835,0.00079,1.0,,
1836,0.00764,1.0,,
1837,0.00974,0.99408,,
1838,0.00274,1.0,,
1839,0.00024,1.0,,
1840,0.0022,1.0,,
1841,0.00021,1.0,,
1842,0.00175,1.0,,
1843,0.00351,1.0,,
1844,0.00151,1.0,,
1845,0.00276,1.0,,
1846,0.01269,0.9875,,
1847,0.00016,1.0,,
1848,0.01598,0.99379,,
1849,0.0029,1.0,,
1850,0.00476,1.0,,
1851,0.00016,1.0,,
1852,0.00228,1.0,,
1853,0.01438,0.9939,,
1854,0.10825,0.9816,,
1855,0.00609,0.99379,,
1856,4e-05,1.0,,
1857,0.00022,1.0,,
1858,0.02222,0.99375,,
1859,0.0003,1.0,,
1860,0.00026,1.0,,
1861,0.00025,1.0,,
1862,0.0588,0.96894,,
1863,0.0265,0.98734,,
1864,0.0065,0.99371,,
1865,0.00124,1.0,,
1866,0.03197,0.99375,,
1867,9e-05,1.0,,
1868,0.00038,1.0,,
1869,0.00191,1.0,,
1870,0.01082,0.99375,,
1871,0.00301,1.0,,
1872,0.00398,1.0,,
1873,0.00018,1.0,,
1874,0.02483,0.99375,,
1875,0.0014,1.0,,
1876,0.00088,1.0,,
1877,0.06984,0.98758,,
1878,0.0105,0.99363,,
1879,0.0022,1.0,,
1880,3e-05,1.0,,
1881,0.00024,1.0,,
1882,0.00318,1.0,,
1883,0.00162,1.0,,
1884,0.08821,0.99342,,
1885,0.00069,1.0,,
1886,0.00012,1.0,,
1887,0.00074,1.0,,
1888,0.00106,1.0,,
1889,0.0116,0.99367,,
1890,8e-05,1.0,,
1891,0.08467,0.98667,,
1892,0.00575,1.0,,
1893,0.10351,0.99383,,
1894,0.00055,1.0,,
1895,0.00113,1.0,,
1896,0.00032,1.0,,
1897,0.01809,0.99379,,
1898,0.06194,0.96795,,
1899,0.01653,0.99379,,
1900,0.00139,1.0,0.21545,0.95062
1901,0.00015,1.0,,
1902,0.00064,1.0,,
1903,0.00668,0.99371,,
1904,0.00029,1.0,,
1905,0.1362,0.99394,,
1906,0.00034,1.0,,
1907,0.00037,1.0,,
1908,0.00034,1.0,,
1909,0.00036,1.0,,
1910,9e-05,1.0,,
1911,0.00047,1.0,,
1912,0.02009,0.98684,,
1913,3e-05,1.0,,
1914,0.00024,1.0,,
